,vwc,month,dagger,date,time
134,0.255546702,sep,f1,24.09.2023,01:15:00
135,0.252948534,sep,f1,24.09.2023,01:30:00
136,0.251147177,sep,f1,24.09.2023,01:45:00
137,0.249544167,sep,f1,24.09.2023,02:00:00
138,0.258738293,sep,f1,24.09.2023,02:15:00
139,0.254168226,sep,f1,24.09.2023,02:30:00
140,0.250365977,sep,f1,24.09.2023,02:45:00
141,0.245529216,sep,f1,24.09.2023,03:00:00
142,0.244724953,sep,f1,24.09.2023,03:15:00
143,0.243920265,sep,f1,24.09.2023,03:30:00
144,0.243517762,sep,f1,24.09.2023,03:45:00
145,0.243316471,sep,f1,24.09.2023,04:00:00
146,0.243115153,sep,f1,24.09.2023,04:15:00
147,0.243074542,sep,f1,24.09.2023,04:30:00
148,0.242470394,sep,f1,24.09.2023,04:45:00
149,0.24204716,sep,f1,24.09.2023,05:00:00
150,0.241825323,sep,f1,24.09.2023,05:15:00
151,0.241401888,sep,f1,24.09.2023,05:30:00
152,0.241381534,sep,f1,24.09.2023,05:45:00
153,0.241361179,sep,f1,24.09.2023,06:00:00
154,0.24113922,sep,f1,24.09.2023,06:15:00
155,0.241118859,sep,f1,24.09.2023,06:30:00
156,0.240896855,sep,f1,24.09.2023,06:45:00
157,0.240654438,sep,f1,24.09.2023,07:00:00
158,0.243455265,sep,f1,24.09.2023,07:15:00
159,0.242629423,sep,f1,24.09.2023,07:30:00
160,0.243595723,sep,f1,24.09.2023,07:45:00
161,0.240128676,sep,f1,24.09.2023,08:00:00
162,0.240087901,sep,f1,24.09.2023,08:15:00
163,0.239845304,sep,f1,24.09.2023,08:30:00
164,0.239985956,sep,f1,24.09.2023,08:45:00
165,0.239521049,sep,f1,24.09.2023,09:00:00
166,0.239076376,sep,f1,24.09.2023,09:15:00
167,0.23883356,sep,f1,24.09.2023,09:30:00
168,0.238772295,sep,f1,24.09.2023,09:45:00
169,0.238711028,sep,f1,24.09.2023,10:00:00
170,0.237214273,sep,f1,24.09.2023,10:15:00
171,0.236343611,sep,f1,24.09.2023,10:30:00
172,0.235492894,sep,f1,24.09.2023,10:45:00
173,0.23563384,sep,f1,24.09.2023,11:00:00
174,0.234154183,sep,f1,24.09.2023,11:15:00
175,0.232672969,sep,f1,24.09.2023,11:30:00
176,0.23145517,sep,f1,24.09.2023,11:45:00
177,0.230418944,sep,f1,24.09.2023,12:00:00
178,0.229991847,sep,f1,24.09.2023,12:15:00
179,0.229381994,sep,f1,24.09.2023,12:30:00
180,0.228527052,sep,f1,24.09.2023,12:45:00
181,0.228120113,sep,f1,24.09.2023,13:00:00
182,0.227895869,sep,f1,24.09.2023,13:15:00
183,0.227285164,sep,f1,24.09.2023,13:30:00
184,0.227081543,sep,f1,24.09.2023,13:45:00
185,0.227060783,sep,f1,24.09.2023,14:00:00
186,0.227468012,sep,f1,24.09.2023,14:15:00
187,0.227671586,sep,f1,24.09.2023,14:30:00
188,0.230722011,sep,f1,24.09.2023,14:45:00
189,0.232752302,sep,f1,24.09.2023,15:00:00
190,0.232752302,sep,f1,24.09.2023,15:15:00
191,0.232346457,sep,f1,24.09.2023,15:30:00
192,0.231737489,sep,f1,24.09.2023,15:45:00
193,0.231128282,sep,f1,24.09.2023,16:00:00
194,0.238625104,sep,f1,24.09.2023,16:15:00
195,0.24044315,sep,f1,24.09.2023,16:30:00
196,0.238220802,sep,f1,24.09.2023,16:45:00
197,0.236623004,sep,f1,24.09.2023,17:00:00
198,0.235428729,sep,f1,24.09.2023,17:15:00
199,0.234010309,sep,f1,24.09.2023,17:30:00
200,0.232428866,sep,f1,24.09.2023,17:45:00
201,0.231210835,sep,f1,24.09.2023,18:00:00
202,0.230236413,sep,f1,24.09.2023,18:15:00
203,0.229444068,sep,f1,24.09.2023,18:30:00
204,0.228651346,sep,f1,24.09.2023,18:45:00
205,0.227654726,sep,f1,24.09.2023,19:00:00
206,0.227268362,sep,f1,24.09.2023,19:15:00
207,0.226902684,sep,f1,24.09.2023,19:30:00
208,0.226087985,sep,f1,24.09.2023,19:45:00
209,0.226108777,sep,f1,24.09.2023,20:00:00
210,0.225925839,sep,f1,24.09.2023,20:15:00
211,0.226536947,sep,f1,24.09.2023,20:30:00
212,0.234662193,sep,f1,24.09.2023,20:45:00
213,0.235269872,sep,f1,24.09.2023,21:00:00
214,0.236484512,sep,f1,24.09.2023,21:15:00
215,0.235674859,sep,f1,24.09.2023,21:30:00
216,0.261571864,sep,f1,24.09.2023,21:45:00
217,0.313364902,sep,f1,24.09.2023,22:00:00
218,0.308345609,sep,f1,24.09.2023,22:15:00
219,0.295996264,sep,f1,24.09.2023,22:30:00
220,0.290152769,sep,f1,24.09.2023,22:45:00
221,0.286281873,sep,f1,24.09.2023,23:00:00
222,0.282793187,sep,f1,24.09.2023,23:15:00
223,0.280672102,sep,f1,24.09.2023,23:30:00
224,0.278744768,sep,f1,24.09.2023,23:45:00
225,0.277367181,sep,f1,25.09.2023,00:00:00
226,0.276262655,sep,f1,25.09.2023,00:15:00
227,0.274921538,sep,f1,25.09.2023,00:30:00
228,0.273776642,sep,f1,25.09.2023,00:45:00
229,0.273025869,sep,f1,25.09.2023,01:00:00
230,0.272452852,sep,f1,25.09.2023,01:15:00
231,0.271089046,sep,f1,25.09.2023,01:30:00
232,0.270337036,sep,f1,25.09.2023,01:45:00
233,0.269565171,sep,f1,25.09.2023,02:00:00
234,0.268990908,sep,f1,25.09.2023,02:15:00
235,0.268614469,sep,f1,25.09.2023,02:30:00
236,0.267643638,sep,f1,25.09.2023,02:45:00
237,0.267068687,sep,f1,25.09.2023,03:00:00
238,0.266493532,sep,f1,25.09.2023,03:15:00
239,0.265918172,sep,f1,25.09.2023,03:30:00
240,0.265541033,sep,f1,25.09.2023,03:45:00
241,0.264945679,sep,f1,25.09.2023,04:00:00
242,0.264766839,sep,f1,25.09.2023,04:15:00
243,0.264389439,sep,f1,25.09.2023,04:30:00
244,0.263992267,sep,f1,25.09.2023,04:45:00
245,0.263793641,sep,f1,25.09.2023,05:00:00
246,0.263594989,sep,f1,25.09.2023,05:15:00
247,0.26339631,sep,f1,25.09.2023,05:30:00
248,0.262959439,sep,f1,25.09.2023,05:45:00
249,0.262561873,sep,f1,25.09.2023,06:00:00
250,0.26236305,sep,f1,25.09.2023,06:15:00
251,0.2621642,sep,f1,25.09.2023,06:30:00
252,0.2621642,sep,f1,25.09.2023,06:45:00
253,0.261965324,sep,f1,25.09.2023,07:00:00
254,0.26192583,sep,f1,25.09.2023,07:15:00
255,0.262124718,sep,f1,25.09.2023,07:30:00
256,0.26168741,sep,f1,25.09.2023,07:45:00
257,0.261488457,sep,f1,25.09.2023,08:00:00
258,0.261448939,sep,f1,25.09.2023,08:15:00
259,0.261031159,sep,f1,25.09.2023,08:30:00
260,0.261210417,sep,f1,25.09.2023,08:45:00
261,0.261767846,sep,f1,25.09.2023,09:00:00
262,0.261549131,sep,f1,25.09.2023,09:15:00
263,0.260932299,sep,f1,25.09.2023,09:30:00
264,0.264670422,sep,f1,25.09.2023,09:45:00
265,0.262464792,sep,f1,25.09.2023,10:00:00
266,0.261430595,sep,f1,25.09.2023,10:15:00
267,0.260793882,sep,f1,25.09.2023,10:30:00
268,0.260356044,sep,f1,25.09.2023,10:45:00
269,0.25892154,sep,f1,25.09.2023,11:00:00
270,0.258283623,sep,f1,25.09.2023,11:15:00
271,0.257665259,sep,f1,25.09.2023,11:30:00
272,0.256627412,sep,f1,25.09.2023,11:45:00
273,0.255828438,sep,f1,25.09.2023,12:00:00
274,0.255388934,sep,f1,25.09.2023,12:15:00
275,0.253989253,sep,f1,25.09.2023,12:30:00
276,0.253148862,sep,f1,25.09.2023,12:45:00
277,0.252708465,sep,f1,25.09.2023,13:00:00
278,0.25286868,sep,f1,25.09.2023,13:15:00
279,0.251205958,sep,f1,25.09.2023,13:30:00
280,0.249360662,sep,f1,25.09.2023,13:45:00
281,0.256568524,sep,f1,25.09.2023,14:00:00
282,0.247533155,sep,f1,25.09.2023,14:15:00
283,0.246950381,sep,f1,25.09.2023,14:30:00
284,0.246749351,sep,f1,25.09.2023,14:45:00
285,0.24652811,sep,f1,25.09.2023,15:00:00
286,0.2455224,sep,f1,25.09.2023,15:15:00
287,0.24511993,sep,f1,25.09.2023,15:30:00
288,0.243911881,sep,f1,25.09.2023,15:45:00
289,0.243710447,sep,f1,25.09.2023,16:00:00
290,0.242945026,sep,f1,25.09.2023,16:15:00
291,0.242360588,sep,f1,25.09.2023,16:30:00
292,0.242179274,sep,f1,25.09.2023,16:45:00
293,0.241009674,sep,f1,25.09.2023,17:00:00
294,0.240646774,sep,f1,25.09.2023,17:15:00
295,0.240081935,sep,f1,25.09.2023,17:30:00
296,0.239739264,sep,f1,25.09.2023,17:45:00
297,0.239598507,sep,f1,25.09.2023,18:00:00
298,0.239033399,sep,f1,25.09.2023,18:15:00
299,0.238872215,sep,f1,25.09.2023,18:30:00
300,0.23850898,sep,f1,25.09.2023,18:45:00
301,0.238751873,sep,f1,25.09.2023,19:00:00
302,0.238590693,sep,f1,25.09.2023,19:15:00
303,0.238429509,sep,f1,25.09.2023,19:30:00
304,0.238470374,sep,f1,25.09.2023,19:45:00
305,0.238511239,sep,f1,25.09.2023,20:00:00
306,0.23873368,sep,f1,25.09.2023,20:15:00
307,0.238754106,sep,f1,25.09.2023,20:30:00
308,0.238592965,sep,f1,25.09.2023,20:45:00
309,0.238815381,sep,f1,25.09.2023,21:00:00
310,0.238835805,sep,f1,25.09.2023,21:15:00
311,0.239058176,sep,f1,25.09.2023,21:30:00
312,0.238876654,sep,f1,25.09.2023,21:45:00
313,0.238917501,sep,f1,25.09.2023,22:00:00
314,0.238715545,sep,f1,25.09.2023,22:15:00
315,0.238958347,sep,f1,25.09.2023,22:30:00
316,0.23897877,sep,f1,25.09.2023,22:45:00
317,0.239201097,sep,f1,25.09.2023,23:00:00
318,0.238999192,sep,f1,25.09.2023,23:15:00
319,0.23879726,sep,f1,25.09.2023,23:30:00
320,0.23879726,sep,f1,25.09.2023,23:45:00
321,0.238999192,sep,f1,26.09.2023,00:00:00
322,0.239040036,sep,f1,26.09.2023,00:15:00
323,0.239040036,sep,f1,26.09.2023,00:30:00
324,0.238817688,sep,f1,26.09.2023,00:45:00
325,0.238615736,sep,f1,26.09.2023,01:00:00
326,0.238413758,sep,f1,26.09.2023,01:15:00
327,0.238232198,sep,f1,26.09.2023,01:30:00
328,0.238232198,sep,f1,26.09.2023,01:45:00
329,0.238050624,sep,f1,26.09.2023,02:00:00
330,0.238071075,sep,f1,26.09.2023,02:15:00
331,0.238071075,sep,f1,26.09.2023,02:30:00
332,0.238091525,sep,f1,26.09.2023,02:45:00
333,0.237909947,sep,f1,26.09.2023,03:00:00
334,0.237707892,sep,f1,26.09.2023,03:15:00
335,0.237748817,sep,f1,26.09.2023,03:30:00
336,0.238152876,sep,f1,26.09.2023,03:45:00
337,0.238354866,sep,f1,26.09.2023,04:00:00
338,0.238132426,sep,f1,26.09.2023,04:15:00
339,0.238334422,sep,f1,26.09.2023,04:30:00
340,0.238334422,sep,f1,26.09.2023,04:45:00
341,0.238313978,sep,f1,26.09.2023,05:00:00
342,0.238313978,sep,f1,26.09.2023,05:15:00
343,0.238313978,sep,f1,26.09.2023,05:30:00
344,0.238515953,sep,f1,26.09.2023,05:45:00
345,0.238515953,sep,f1,26.09.2023,06:00:00
346,0.238515953,sep,f1,26.09.2023,06:15:00
347,0.238495515,sep,f1,26.09.2023,06:30:00
348,0.238495515,sep,f1,26.09.2023,06:45:00
349,0.238677037,sep,f1,26.09.2023,07:00:00
350,0.238677037,sep,f1,26.09.2023,07:15:00
351,0.238475076,sep,f1,26.09.2023,07:30:00
352,0.238475076,sep,f1,26.09.2023,07:45:00
353,0.238273089,sep,f1,26.09.2023,08:00:00
354,0.238050624,sep,f1,26.09.2023,08:15:00
355,0.238030172,sep,f1,26.09.2023,08:30:00
356,0.23782812,sep,f1,26.09.2023,08:45:00
357,0.237787204,sep,f1,26.09.2023,09:00:00
358,0.238191306,sep,f1,26.09.2023,09:15:00
359,0.238937924,sep,f1,26.09.2023,09:30:00
360,0.238674686,sep,f1,26.09.2023,09:45:00
361,0.239602655,sep,f1,26.09.2023,10:00:00
362,0.238107129,sep,f1,26.09.2023,10:15:00
363,0.238429509,sep,f1,26.09.2023,10:30:00
364,0.236932591,sep,f1,26.09.2023,10:45:00
365,0.236487037,sep,f1,26.09.2023,11:00:00
366,0.235838923,sep,f1,26.09.2023,11:15:00
367,0.235818416,sep,f1,26.09.2023,11:30:00
368,0.234967441,sep,f1,26.09.2023,11:45:00
369,0.234339143,sep,f1,26.09.2023,12:00:00
370,0.233507842,sep,f1,26.09.2023,12:15:00
371,0.233507842,sep,f1,26.09.2023,12:30:00
372,0.240002329,sep,f1,26.09.2023,12:45:00
373,0.238386402,sep,f1,26.09.2023,13:00:00
374,0.237355124,sep,f1,26.09.2023,13:15:00
375,0.237536892,sep,f1,26.09.2023,13:30:00
376,0.236261648,sep,f1,26.09.2023,13:45:00
377,0.235005757,sep,f1,26.09.2023,14:00:00
378,0.23559282,sep,f1,26.09.2023,14:15:00
379,0.23413363,sep,f1,26.09.2023,14:30:00
380,0.233119855,sep,f1,26.09.2023,14:45:00
381,0.233119855,sep,f1,26.09.2023,15:00:00
382,0.232105415,sep,f1,26.09.2023,15:15:00
383,0.231902447,sep,f1,26.09.2023,15:30:00
384,0.23109031,sep,f1,26.09.2023,15:45:00
385,0.23072539,sep,f1,26.09.2023,16:00:00
386,0.23031908,sep,f1,26.09.2023,16:15:00
387,0.229750783,sep,f1,26.09.2023,16:30:00
388,0.228937572,sep,f1,26.09.2023,16:45:00
389,0.22877563,sep,f1,26.09.2023,17:00:00
390,0.228613684,sep,f1,26.09.2023,17:15:00
391,0.228655121,sep,f1,26.09.2023,17:30:00
392,0.228289782,sep,f1,26.09.2023,17:45:00
393,0.228127825,sep,f1,26.09.2023,18:00:00
394,0.227965865,sep,f1,26.09.2023,18:15:00
395,0.228210763,sep,f1,26.09.2023,18:30:00
396,0.234929178,sep,f1,26.09.2023,18:45:00
397,0.33254335,sep,f1,26.09.2023,19:00:00
398,0.321366086,sep,f1,26.09.2023,19:15:00
399,0.315857233,sep,f1,26.09.2023,19:30:00
400,0.306823199,sep,f1,26.09.2023,19:45:00
401,0.301819025,sep,f1,26.09.2023,20:00:00
402,0.297961952,sep,f1,26.09.2023,20:15:00
403,0.29584457,sep,f1,26.09.2023,20:30:00
404,0.301487725,sep,f1,26.09.2023,20:45:00
405,0.301487725,sep,f1,26.09.2023,21:00:00
406,0.296853381,sep,f1,26.09.2023,21:15:00
407,0.294150911,sep,f1,26.09.2023,21:30:00
408,0.293177791,sep,f1,26.09.2023,21:45:00
409,0.291229559,sep,f1,26.09.2023,22:00:00
410,0.290858501,sep,f1,26.09.2023,22:15:00
411,0.352866206,sep,f1,26.09.2023,22:30:00
412,0.332791287,sep,f1,26.09.2023,22:45:00
413,0.321773172,sep,f1,26.09.2023,23:00:00
414,0.315865732,sep,f1,26.09.2023,23:15:00
415,0.311663394,sep,f1,26.09.2023,23:30:00
416,0.308622643,sep,f1,26.09.2023,23:45:00
417,0.305924368,sep,f1,27.09.2023,00:00:00
418,0.304224064,sep,f1,27.09.2023,00:15:00
419,0.302908506,sep,f1,27.09.2023,00:30:00
420,0.301591801,sep,f1,27.09.2023,00:45:00
421,0.300661241,sep,f1,27.09.2023,01:00:00
422,0.299536375,sep,f1,27.09.2023,01:15:00
423,0.298798462,sep,f1,27.09.2023,01:30:00
424,0.298448074,sep,f1,27.09.2023,01:45:00
425,0.297709679,sep,f1,27.09.2023,02:00:00
426,0.296758098,sep,f1,27.09.2023,02:15:00
427,0.296194361,sep,f1,27.09.2023,02:30:00
428,0.295649196,sep,f1,27.09.2023,02:45:00
429,0.295298181,sep,f1,27.09.2023,03:00:00
430,0.294733936,sep,f1,27.09.2023,03:15:00
431,0.294363929,sep,f1,27.09.2023,03:30:00
432,0.293604829,sep,f1,27.09.2023,03:45:00
433,0.29323456,sep,f1,27.09.2023,04:00:00
434,0.292864207,sep,f1,27.09.2023,04:15:00
435,0.292493771,sep,f1,27.09.2023,04:30:00
436,0.292299084,sep,f1,27.09.2023,04:45:00
437,0.29190963,sep,f1,27.09.2023,05:00:00
438,0.29132525,sep,f1,27.09.2023,05:15:00
439,0.290973359,sep,f1,27.09.2023,05:30:00
440,0.290583557,sep,f1,27.09.2023,05:45:00
441,0.290407546,sep,f1,27.09.2023,06:00:00
442,0.289841528,sep,f1,27.09.2023,06:15:00
443,0.289470388,sep,f1,27.09.2023,06:30:00
444,0.289099165,sep,f1,27.09.2023,06:45:00
445,0.289489347,sep,f1,27.09.2023,07:00:00
446,0.289489347,sep,f1,27.09.2023,07:15:00
447,0.289080195,sep,f1,27.09.2023,07:30:00
448,0.288456734,sep,f1,27.09.2023,07:45:00
449,0.288028256,sep,f1,27.09.2023,08:00:00
450,0.287990258,sep,f1,27.09.2023,08:15:00
451,0.287366238,sep,f1,27.09.2023,08:30:00
452,0.287328204,sep,f1,27.09.2023,08:45:00
453,0.286489304,sep,f1,27.09.2023,09:00:00
454,0.286060118,sep,f1,27.09.2023,09:15:00
455,0.286022013,sep,f1,27.09.2023,09:30:00
456,0.285750173,sep,f1,27.09.2023,09:45:00
457,0.285516389,sep,f1,27.09.2023,10:00:00
458,0.285048671,sep,f1,27.09.2023,10:15:00
459,0.284618932,sep,f1,27.09.2023,10:30:00
460,0.284189041,sep,f1,27.09.2023,10:45:00
461,0.283758997,sep,f1,27.09.2023,11:00:00
462,0.283328801,sep,f1,27.09.2023,11:15:00
463,0.282702364,sep,f1,27.09.2023,11:30:00
464,0.282113939,sep,f1,27.09.2023,11:45:00
465,0.281702352,sep,f1,27.09.2023,12:00:00
466,0.281506098,sep,f1,27.09.2023,12:15:00
467,0.281113512,sep,f1,27.09.2023,12:30:00
468,0.281113512,sep,f1,27.09.2023,12:45:00
469,0.281329001,sep,f1,27.09.2023,13:00:00
470,0.2824871,sep,f1,27.09.2023,13:15:00
471,0.285426122,sep,f1,27.09.2023,13:30:00
472,0.287773039,sep,f1,27.09.2023,13:45:00
473,0.287167655,sep,f1,27.09.2023,14:00:00
474,0.286189811,sep,f1,27.09.2023,14:15:00
475,0.285994163,sep,f1,27.09.2023,14:30:00
476,0.285602786,sep,f1,27.09.2023,14:45:00
477,0.285015523,sep,f1,27.09.2023,15:00:00
478,0.284623881,sep,f1,27.09.2023,15:15:00
479,0.284232132,sep,f1,27.09.2023,15:30:00
480,0.284036218,sep,f1,27.09.2023,15:45:00
481,0.284036218,sep,f1,27.09.2023,16:00:00
482,0.283448317,sep,f1,27.09.2023,16:15:00
483,0.283252297,sep,f1,27.09.2023,16:30:00
484,0.284036218,sep,f1,27.09.2023,16:45:00
485,0.284232132,sep,f1,27.09.2023,17:00:00
486,0.286776597,sep,f1,27.09.2023,17:15:00
487,0.290078274,sep,f1,27.09.2023,17:30:00
488,0.290059345,sep,f1,27.09.2023,17:45:00
489,0.290059345,sep,f1,27.09.2023,18:00:00
490,0.288692887,sep,f1,27.09.2023,18:15:00
491,0.288673919,sep,f1,27.09.2023,18:30:00
492,0.290021487,sep,f1,27.09.2023,18:45:00
493,0.308823807,sep,f1,27.09.2023,19:00:00
494,0.305914096,sep,f1,27.09.2023,19:15:00
495,0.358326161,sep,f1,27.09.2023,19:30:00
496,0.340009775,sep,f1,27.09.2023,19:45:00
497,0.32808236,sep,f1,27.09.2023,20:00:00
498,0.332614194,sep,f1,27.09.2023,20:15:00
499,0.326734649,sep,f1,27.09.2023,20:30:00
500,0.321402144,sep,f1,27.09.2023,20:45:00
501,0.317753663,sep,f1,27.09.2023,21:00:00
502,0.314689,sep,f1,27.09.2023,21:15:00
503,0.312559818,sep,f1,27.09.2023,21:30:00
504,0.3100609,sep,f1,27.09.2023,21:45:00
505,0.30834665,sep,f1,27.09.2023,22:00:00
506,0.306823199,sep,f1,27.09.2023,22:15:00
507,0.305858678,sep,f1,27.09.2023,22:30:00
508,0.304893493,sep,f1,27.09.2023,22:45:00
509,0.303734393,sep,f1,27.09.2023,23:00:00
510,0.303541117,sep,f1,27.09.2023,23:15:00
511,0.303734393,sep,f1,27.09.2023,23:30:00
512,0.314515458,sep,f1,27.09.2023,23:45:00
513,0.31355625,sep,f1,28.09.2023,00:00:00
514,0.311791398,sep,f1,28.09.2023,00:15:00
515,0.313117589,sep,f1,28.09.2023,00:30:00
516,0.311004229,sep,f1,28.09.2023,00:45:00
517,0.308676687,sep,f1,28.09.2023,01:00:00
